TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS,AUX_TASK
after,O,1,receiving,mark,_,,O
receiving,O,9,.,advcl,_,,O
my,O,7,player,nmod:poss,_,,O
zen,O,4,xtra,compound,_,,O
xtra,O,7,player,compound,_,x ##tra,O
40gb,O,7,player,appos,_,40 ##gb,O
mp3,O,7,player,nummod,_,,O
player,O,1,receiving,obj,_,,O
..,O,1,receiving,punct,_,. .,O
.,O,9,.,ROOT,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,3,use,nsubj,_,,O
do,O,3,use,aux,_,,O
n't,O,3,use,advmod,_,n ' t,O
use,O,3,use,ROOT,_,,O
the,O,5,vibration,det,_,,O
vibration,O,3,use,obj,_,,O
",",O,3,use,punct,_,,O
because,O,11,easier,mark,_,,O
it,O,11,easier,nsubj,_,,O
is,O,11,easier,cop,_,,O
often,O,11,easier,advmod,_,,O
easier,O,3,use,advcl,_,,O
to,O,13,hear,mark,_,,O
hear,O,11,easier,csubj,_,,O
it,O,13,hear,obj,_,,O
vibrate,O,16,then,amod,_,vi ##brate,O
then,O,13,hear,advmod,_,,O
to,O,18,feel,mark,_,,O
feel,O,13,hear,advcl,_,,O
it,O,18,feel,obj,_,,O
.,O,3,use,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
3,O,8,wiped,nummod,_,,O
.,O,0,3,punct,_,,O
with,O,4,battery,case,_,,O
low,O,4,battery,amod,_,,O
battery,O,8,wiped,obl,_,,O
",",O,8,wiped,punct,_,,O
it,O,8,wiped,nsubj,_,,O
twice,O,8,wiped,advmod,_,,O
wiped,O,8,wiped,ROOT,_,,O
out,O,8,wiped,compound:prt,_,,O
the,O,12,pictures,det,_,,O
entire,O,12,pictures,amod,_,,O
pictures,O,8,wiped,obj,_,,O
in,O,16,chip,case,_,,O
the,O,16,chip,det,_,,O
memory,O,16,chip,compound,_,,O
chip,O,12,pictures,nmod,_,,O
.,O,8,wiped,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
at,O,3,least,case,_,,O
the,O,3,least,det,_,,O
very,O,3,least,advmod,_,,O
least,O,13,nice,obl,_,,O
",",O,13,nice,punct,_,,O
a,O,6,sturdier,det,_,,O
sturdier,B-OP,10,case,compound,_,stu ##rdi ##er,"10###[""OT"", ""compound^-1"", ""ASP""]"
more,O,8,protective,advmod,_,,O
protective,B-OP,9,carrying,amod,_,,"10###[""OT"", ""amod^-1"", ""*"", ""compound^-1"", ""ASP""]"
carrying,O,10,case,compound,_,,O
case,B-ASP,13,nice,nsubj,_,,AT-Head
would,O,13,nice,aux,_,,O
be,O,13,nice,cop,_,,O
nice,B-OP,13,nice,ROOT,_,,"10###[""OT"", ""nsubj"", ""ASP""]"
.,O,13,nice,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
if,O,3,intrested,mark,_,,O
you,O,3,intrested,nsubj:pass,_,,O
're,O,3,intrested,aux:pass,_,' re,O
intrested,O,11,run,advcl,_,int ##rest ##ed,O
in,O,5,buying,mark,_,,O
buying,O,3,intrested,advcl,_,,O
a,O,8,battery,det,_,,O
spare,O,8,battery,amod,_,,O
battery,O,5,buying,obj,_,,O
it,O,11,run,nsubj,_,,O
'll,O,11,run,aux,_,' ll,O
run,O,11,run,ROOT,_,,O
you,O,11,run,obj,_,,O
another,O,14,$,det,_,,O
$,O,11,run,obj,_,,O
50,O,14,$,nummod,_,,O
",",O,14,$,punct,_,,O
a,O,19,steep,det,_,,O
little,O,19,steep,amod,_,,O
steep,O,14,$,appos,_,,O
i,O,21,thought,nsubj,_,,O
thought,O,19,steep,acl:relcl,_,,O
.,O,11,run,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
what,O,1,kind,det,_,,O
kind,O,5,does,nsubj,_,,O
of,O,4,company,case,_,,O
a,O,4,company,det,_,,O
company,O,1,kind,nmod,_,,O
does,O,5,does,ROOT,_,,O
that,O,5,does,obj,_,,O
!,O,5,does,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
now,O,2,have,advmod,_,,O
i,O,2,have,nsubj,_,,O
have,O,2,have,ROOT,_,,O
to,O,4,return,mark,_,,O
return,O,2,have,xcomp,_,,O
it,O,4,return,obj,_,,O
and,O,7,rip,cc,_,,O
rip,O,8,all,conj,_,,O
all,O,10,music,det:predet,_,,O
my,O,10,music,nmod:poss,_,,O
music,O,2,have,obj,_,,O
again,O,2,have,advmod,_,,O
.,O,2,have,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,1,camera,det,_,,O
camera,B-ASP,4,marvel,nsubj,_,,AT-Head
was,O,4,marvel,cop,_,,O
a,O,4,marvel,det,_,,O
marvel,B-OP,4,marvel,ROOT,_,,"1###[""OT"", ""nsubj"", ""ASP""]"
.,O,4,marvel,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,2,prepared,nsubj,_,,O
was,O,2,prepared,aux,_,,O
prepared,O,2,prepared,ROOT,_,,O
to,O,4,love,mark,_,,O
love,O,2,prepared,xcomp,_,,O
it,O,4,love,obj,_,,O
.,O,2,prepared,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,1,zennx,det,_,,O
zennx,O,3,keep,nsubj,_,zen ##nx,O
will,O,3,keep,aux,_,,O
keep,O,3,keep,ROOT,_,,O
running,O,3,keep,xcomp,_,,O
for,O,7,price,case,_,,O
the,O,7,price,det,_,,O
price,O,3,keep,obl,_,,O
of,O,11,battery,case,_,,O
a,O,11,battery,det,_,,O
replacement,B-ASP,11,battery,compound,_,,AT-W\O-Path
battery,I-ASP,7,price,nmod,_,,AT-W\O-Path
",",O,3,keep,punct,_,,O
just,O,18,appliance,advmod,_,,O
like,O,18,appliance,case,_,,O
any,O,18,appliance,det,_,,O
other,O,18,appliance,amod,_,,O
battery-powered,O,18,appliance,amod,_,battery - powered,O
appliance,O,3,keep,obl,_,app ##lian ##ce,O
.,O,3,keep,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
a,O,4,ipod,det,_,,O
similarily,O,2,priced,advmod,_,similar ##ily,O
priced,O,3,15gb,amod,_,,O
15gb,O,4,ipod,compound,_,15 ##gb,O
ipod,O,11,room,nsubj,_,,O
would,O,11,room,aux,_,,O
n't,O,11,room,advmod,_,n ' t,O
have,O,11,room,aux,_,,O
been,O,11,room,cop,_,,O
nearly,O,10,enough,advmod,_,,O
enough,O,11,room,amod,_,,O
room,O,11,room,ROOT,_,,O
.,O,11,room,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
for,O,4,machines,case,_,,O
the,O,4,machines,det,_,,O
money,O,4,machines,compound,_,,O
apex,O,4,machines,compound,_,,O
machines,O,5,have,nsubj,_,,O
have,O,5,have,ROOT,_,,O
good,B-OP,7,features,amod,_,,"7###[""OT"", ""amod^-1"", ""ASP""]"
features,B-ASP,5,have,obj,_,,AT-Head
.,O,5,have,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,1,nomad,det,_,,O
nomad,O,3,sent,nsubj:pass,_,no ##mad,O
is,O,3,sent,aux:pass,_,,O
sent,O,3,sent,ROOT,_,,O
back,O,3,sent,advmod,_,,O
to,O,7,labs,case,_,,O
creative,O,7,labs,amod,_,,O
labs,O,3,sent,obl,_,,O
.,O,3,sent,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,1,did,nsubj,_,,O
did,O,1,did,ROOT,_,,O
extensive,O,3,research,amod,_,,O
research,O,1,did,obj,_,,O
comparing,O,3,research,acl,_,,O
different,O,10,cameras,amod,_,,O
4,O,10,cameras,nummod,_,,O
and,O,8,5,cc,_,,O
5,O,6,4,conj,_,,O
megapixel,O,10,cameras,compound,_,mega ##pi ##x ##el,O
cameras,O,4,comparing,obj,_,,O
.,O,1,did,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
a,O,2,plus,det,_,,O
big,O,2,plus,amod,_,,O
plus,O,2,plus,ROOT,_,,O
in,O,5,book,case,_,,O
my,O,5,book,nmod:poss,_,,O
book,O,2,plus,nmod,_,,O
.,O,2,plus,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
this,O,2,made,nsubj,_,,O
has,O,2,made,aux,_,,O
made,O,2,made,ROOT,_,,O
the,O,5,difference,det,_,,O
greatest,O,5,difference,amod,_,,O
difference,O,2,made,obj,_,,O
in,O,8,quality,case,_,,O
the,O,8,quality,det,_,,O
quality,O,2,made,obl,_,,O
of,O,11,photographs,case,_,,O
my,O,11,photographs,nmod:poss,_,,O
photographs,O,8,quality,nmod,_,,O
:,O,2,made,punct,_,,O
the,O,15,flash,det,_,,O
built-in,O,15,flash,amod,_,built - in,O
flash,O,21,gives,nsubj,_,,O
on,O,17,any,case,_,,O
any,O,15,flash,nmod,_,,O
of,O,20,cameras,case,_,,O
these,O,20,cameras,det,_,,O
cameras,O,17,any,nmod,_,,O
gives,O,2,made,parataxis,_,,O
you,O,21,gives,iobj,_,,O
flat,O,24,photos,amod,_,,O
photos,O,21,gives,obj,_,,O
",",O,26,red-eye,punct,_,,O
red-eye,O,24,photos,conj,_,red - eye,O
",",O,30,shadows,punct,_,,O
and,O,29,annoying,cc,_,,O
annoying,O,27,",",conj,_,,O
shadows,O,24,photos,conj,_,,O
;,O,21,gives,punct,_,,O
a,O,36,unit,det,_,,O
good,O,36,unit,amod,_,,O
add-on,O,35,flash,compound,_,add - on,O
flash,O,36,unit,compound,_,,O
unit,O,39,bounced,nsubj:pass,_,,O
can,O,39,bounced,aux,_,,O
be,O,39,bounced,aux:pass,_,,O
bounced,O,21,gives,conj,_,,O
off,O,42,ceiling,case,_,,O
the,O,42,ceiling,det,_,,O
ceiling,O,39,bounced,obl,_,,O
or,O,44,wall,cc,_,,O
wall,O,42,ceiling,conj,_,,O
for,O,49,lighting,case,_,,O
pleasing,O,49,lighting,amod,_,,O
",",O,49,lighting,punct,_,,O
almost-natural,O,49,lighting,amod,_,almost - natural,O
lighting,O,2,made,obl,_,,O
.,O,2,made,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
perhaps,O,6,base,advmod,_,,O
because,O,6,base,case,_,,O
of,O,1,because,fixed,_,,O
its,O,6,base,nmod:poss,_,,O
smaller,O,6,base,amod,_,,O
user,O,6,base,compound,_,,O
base,O,8,is,obl,_,,O
there,O,8,is,expl,_,,O
is,O,8,is,ROOT,_,,O
also,O,8,is,advmod,_,,O
a,O,11,lack,det,_,,O
lack,O,8,is,nsubj,_,,O
of,O,13,accessories,case,_,,O
accessories,O,11,lack,nmod,_,,O
.,O,8,is,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
of,O,3,do,advmod,_,,O
course,O,0,of,fixed,_,,O
you,O,3,do,nsubj,_,,O
do,O,3,do,ROOT,_,,O
!,O,3,do,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
second,O,6,sync,advmod,_,,O
",",O,6,sync,punct,_,,O
the,O,6,sync,det,_,,O
"""",O,6,sync,punct,_,,O
automatic,O,6,sync,amod,_,,O
"""",O,6,sync,punct,_,,O
sync,O,6,sync,ROOT,_,,O
