It,O,1,nsubj,PRP,
is,O,1,ROOT,VBZ,
extremely,O,3,advmod,RB,
fast,B-OP,1,acomp,JJ,
and,O,3,cc,CC,
very,O,6,advmod,RB,
compact,B-OP,3,conj,JJ,
.,O,1,punct,.,
_,_,_,_,_,_
_,_,_,_,_,_
I,O,1,nsubj,PRP,
am,O,1,ROOT,VBP,
very,O,3,advmod,RB,
happy,B-OP,1,acomp,JJ,
with,O,3,prep,IN,
this,O,6,det,DT,
laptop,O,4,pobj,NN,
.,O,1,punct,.,
_,_,_,_,_,_
_,_,_,_,_,_
The,O,1,det,DT,
processor,B-ASP,2,nsubj,NN,
went,O,8,ccomp,VBD,
on,O,2,prep,IN,
me,O,3,pobj,PRP,
",",O,8,punct,",",
the,O,7,det,DT,
fan,B-ASP,8,nsubj,NN,
went,O,8,ROOT,VBD,
and,O,8,cc,CC,
the,O,11,det,DT,
motherboard,B-ASP,12,nsubj,NN,mother##board
went,O,8,conj,VBD,
.,O,12,punct,.,
_,_,_,_,_,_
_,_,_,_,_,_
The,O,3,det,DT,
AC,B-ASP,2,compound,NNP,
power,I-ASP,3,compound,NN,
port,I-ASP,4,nsubj,NN,
becomes,O,4,ROOT,VBZ,
loose,B-OP,4,acomp,JJ,
over,O,4,prep,IN,
time,O,6,pobj,NN,
_,_,_,_,_,_
_,_,_,_,_,_
I,O,1,nsubj,PRP,
went,O,1,ROOT,VBD,
with,O,1,prep,IN,
him,O,2,pobj,PRP,
and,O,1,cc,CC,
we,O,6,nsubj,PRP,
picked,O,1,conj,VBD,
this,O,8,det,DT,
one,O,6,dobj,NN,
.,O,6,punct,.,
_,_,_,_,_,_
_,_,_,_,_,_
Despite,O,6,prep,IN,
the,O,3,det,DT,
inconvenient,B-OP,3,amod,JJ,inc##on##ven##ient
weight,B-ASP,0,pobj,NN,
",",O,6,punct,",",
I,O,6,nsubj,PRP,
opted,O,6,ROOT,VBD,
for,O,6,prep,IN,
the,O,11,det,DT,
12,B-ASP,11,nummod,CD,
cell,I-ASP,11,compound,NN,
