The,O,1,det,DT,
prices,B-ASP,2,nsubj,NNS,
were,O,2,ROOT,VBD,
fantastic,B-OP,2,acomp,JJ,
.,O,2,punct,.,
_,_,_,_,_,_
_,_,_,_,_,_
I,O,1,nsubj,PRP,
had,O,1,ROOT,VBD,
a,O,4,det,DT,
great,O,4,amod,JJ,
experience,O,1,dobj,NN,
.,O,1,punct,.,
_,_,_,_,_,_
_,_,_,_,_,_
The,O,1,det,DT,
Yellowtail,B-ASP,2,nsubj,NN,yellow##tail
was,O,2,ROOT,VBD,
particularly,O,4,advmod,RB,
good,B-OP,2,acomp,JJ,
as,O,6,advmod,RB,
well,O,2,advmod,RB,
.,O,2,punct,.,
_,_,_,_,_,_
_,_,_,_,_,_
Food,B-ASP,1,nsubj,NN,
was,O,6,auxpass,VBD,
OK,B-OP,4,compound,JJ,
-,O,4,punct,HYPH,
fish,B-ASP,6,nsubjpass,NN,
was,O,6,auxpass,VBD,
cooked,O,6,ROOT,VBN,
well,B-OP,6,advmod,RB,
.,O,6,punct,.,
_,_,_,_,_,_
_,_,_,_,_,_
Satay,O,1,nsubj,NNP,sat##ay
is,O,1,ROOT,VBZ,
one,O,1,attr,CD,
of,O,2,prep,IN,
those,O,6,det,DT,
favorite,B-OP,6,amod,JJ,
haunts,O,3,pobj,NNS,haunt##s
on,O,6,prep,IN,
Washington,O,7,pobj,NNP,
where,O,14,advmod,WRB,
the,O,11,det,DT,
service,B-ASP,14,nsubj,NN,
and,O,11,cc,CC,
food,B-ASP,11,conj,NN,
is,O,6,relcl,VBZ,
always,O,14,advmod,RB,
on,O,14,prep,IN,
the,O,18,det,DT,
money,O,16,pobj,NN,
.,O,1,punct,.,
_,_,_,_,_,_
_,_,_,_,_,_
delicious,B-OP,2,amod,JJ,
simple,B-OP,2,amod,JJ,
food,B-ASP,2,ROOT,NN,
in,O,2,prep,IN,
nice,B-OP,6,amod,JJ,
outdoor,O,6,amod,JJ,
atmosphere,B-ASP,3,pobj,NN,
.,O,2,punct,.,
_,_,_,_,_,_
_,_,_,_,_,_
good,B-OP,3,amod,JJ,
food,B-ASP,3,nmod,NN,
good,B-OP,3,amod,JJ,
wine,B-ASP,3,ROOT,NN,
that,O,5,nsubj,WDT,
's,O,3,relcl,VBZ,'s
it,O,5,attr,PRP,
.,O,5,punct,.,
_,_,_,_,_,_
_,_,_,_,_,_
The,O,1,det,DT,
secret,B-OP,2,nsubj,NN,
is,O,2,ROOT,VBZ,
the,O,5,det,DT,
lunch,B-ASP,5,compound,NN,
menu,I-ASP,2,attr,NN,
which,O,7,nsubj,WDT,
offers,O,5,relcl,VBZ,
a,O,10,det,DT,
complimentary,B-OP,10,amod,JJ,compliment##ary
appetizer,B-ASP,7,dobj,NN,app##eti##zer
with,O,7,prep,IN,
every,O,13,det,DT,
entree,B-ASP,11,pobj,NN,en##tree
