TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS,AUX_TASK
I,O,2,told,nsubjpass,_,,O
'm,O,2,told,auxpass,_,' m,O
told,O,2,told,ROOT,_,,O
that,O,5,is,mark,_,,O
it,O,5,is,nsubj,_,,O
is,O,2,told,ccomp,_,,O
open,O,5,is,acomp,_,,O
24hrs,O,5,is,attr,_,24 ##hr ##s,O
which,O,9,is,nsubj,_,,O
is,O,5,is,ccomp,_,,O
good,B-OP,9,is,acomp,_,,OT-W\O-Path
.,O,2,told,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,1,food,det,_,,O
food,B-ASP,2,is,nsubj,_,,AT-Head
is,O,2,is,ROOT,_,,O
outstanding,B-OP,2,is,acomp,_,,"1###[""OT"", ""acomp^-1"", ""*"", ""nsubj"", ""ASP""]"
and,O,2,is,cc,_,,O
the,O,6,service,det,_,,O
service,B-ASP,7,is,nsubj,_,,AT-Head
is,O,2,is,conj,_,,O
quick,B-OP,7,is,acomp,_,,"6###[""OT"", ""acomp^-1"", ""*"", ""nsubj"", ""ASP""]"
",",O,8,quick,punct,_,,O
friendly,B-OP,8,quick,conj,_,,OT-W\O-Path
and,O,10,friendly,cc,_,,O
very,O,13,professional,advmod,_,,O
professional,B-OP,10,friendly,conj,_,,OT-W\O-Path
.,O,7,is,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Their,O,1,eggplant,poss,_,,O
eggplant,B-ASP,2,is,nsubj,_,egg ##pl ##ant,AT-W\O-Path
is,O,2,is,ROOT,_,,O
so,O,4,delicate,advmod,_,,O
delicate,B-OP,7,tender,amod,_,,OT-W\O-Path
",",O,7,tender,punct,_,,O
sweet,B-OP,7,tender,amod,_,,OT-W\O-Path
tender,O,2,is,attr,_,,O
!,O,2,is,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Mistakes,O,1,happen,nsubj,_,,O
happen,O,1,happen,ROOT,_,,O
",",O,1,happen,punct,_,,O
but,O,1,happen,cc,_,,O
they,O,7,accompanied,nsubjpass,_,,O
are,O,7,accompanied,auxpass,_,,O
usually,O,7,accompanied,advmod,_,,O
accompanied,O,1,happen,conj,_,,O
by,O,7,accompanied,agent,_,,O
an,O,10,apology,det,_,,O
apology,O,8,by,pobj,_,,O
",",O,10,apology,punct,_,,O
perhaps,O,15,glass,advmod,_,,O
even,O,15,glass,advmod,_,,O
a,O,15,glass,det,_,,O
glass,O,10,apology,appos,_,,O
of,O,15,glass,prep,_,,O
wine,O,16,of,pobj,_,,O
...,O,15,glass,punct,_,. . .,O
but,O,15,glass,cc,_,,O
not,O,22,grunt,neg,_,,O
the,O,22,grunt,det,_,,O
grunt,O,15,glass,conj,_,,O
that,O,25,received,dobj,_,,O
we,O,25,received,nsubj,_,,O
received,O,22,grunt,relcl,_,,O
from,O,25,received,prep,_,,O
the,O,31,staff,det,_,,O
Al,O,30,La,compound,_,,O
Di,O,30,La,compound,_,,O
La,O,31,staff,compound,_,,O
staff,B-ASP,26,from,pobj,_,,AT-W\O-Path
.,O,7,accompanied,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,1,atmosphere,det,_,,O
atmosphere,B-ASP,2,is,nsubj,_,,AT-Head
is,O,2,is,ROOT,_,,O
n't,O,2,is,neg,_,n ' t,O
the,O,5,greatest,det,_,,O
greatest,B-OP,2,is,attr,_,,"1###[""OT"", ""attr^-1"", ""*"", ""nsubj"", ""ASP""]"
",",O,2,is,punct,_,,O
but,O,2,is,cc,_,,O
I,O,9,suppose,nsubj,_,,O
suppose,O,2,is,conj,_,,O
that,O,11,'s,nsubj,_,,O
's,O,9,suppose,ccomp,_,' s,O
how,O,14,keep,advmod,_,,O
they,O,14,keep,nsubj,_,,O
keep,O,11,'s,ccomp,_,,O
the,O,16,prices,det,_,,O
prices,B-ASP,14,keep,dobj,_,,AT-Head
down,B-OP,14,keep,prt,_,,"16###[""OT"", ""prt^-1"", ""*"", ""dobj"", ""ASP""]"
.,O,9,suppose,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Our,O,2,meal,poss,_,,O
favorite,B-OP,2,meal,amod,_,,OT-W\O-Path
meal,O,3,is,nsubj,_,,O
is,O,3,is,ROOT,_,,O
a,O,6,pizza,det,_,,O
pesto,B-ASP,6,pizza,compound,_,pest ##o,AT-W\O-Path
pizza,I-ASP,3,is,attr,_,,AT-W\O-Path
",",O,6,pizza,punct,_,,O
the,O,10,salad,det,_,,O
house,B-ASP,10,salad,compound,_,,AT-W\O-Path
salad,I-ASP,6,pizza,conj,_,,AT-W\O-Path
",",O,10,salad,punct,_,,O
and,O,10,salad,cc,_,,O
a,O,15,bottle,det,_,,O
good,B-OP,15,bottle,amod,_,,"15###[""OT"", ""amod^-1"", ""ASP""]"
bottle,B-ASP,10,salad,conj,_,,AT-Head
of,I-ASP,15,bottle,prep,_,,AT-Secondary
wine,I-ASP,16,of,pobj,_,,AT-Secondary
.,O,3,is,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,2,gave,nsubj,_,,O
actually,O,2,gave,advmod,_,,O
gave,O,2,gave,ROOT,_,,O
Patroon,O,2,gave,dative,_,pat ##ro ##on,O
another,O,5,chance,det,_,,O
chance,O,2,gave,dobj,_,,O
before,O,2,gave,prep,_,,O
writing,O,6,before,pcomp,_,,O
this,O,7,writing,dobj,_,,O
",",O,2,gave,punct,_,,O
but,O,2,gave,cc,_,,O
the,O,13,visit,det,_,,O
second,O,13,visit,amod,_,,O
visit,O,14,was,nsubj,_,,O
was,O,2,gave,conj,_,,O
even,O,16,worse,advmod,_,,O
worse,B-OP,14,was,acomp,_,,OT-W\O-Path
.,O,14,was,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Sandwiches,B-ASP,11,are,nsubj,_,,AT-Head
",",O,0,Sandwiches,punct,_,,O
burgers,B-ASP,0,Sandwiches,conj,_,burger ##s,AT-W\O-Path
and,O,2,burgers,cc,_,,O
salads,B-ASP,2,burgers,conj,_,salad ##s,AT-W\O-Path
",",O,0,Sandwiches,punct,_,,O
like,O,0,Sandwiches,prep,_,,O
the,O,9,cobb,det,_,,O
lemon-dressed,B-ASP,9,cobb,amod,_,lemon - dressed,AT-W\O-Path
cobb,I-ASP,6,like,pobj,_,,AT-W\O-Path
",",O,11,are,punct,_,,O
are,O,11,are,ROOT,_,,O
classic,B-OP,13,successes,amod,_,,OT-Secondary
successes,I-OP,11,are,attr,_,,"0###[""OT"", ""attr^-1"", ""*"", ""nsubj"", ""ASP""]"
.,O,11,are,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
You,O,3,say,nsubj,_,,O
ca,O,3,say,aux,_,,O
n't,O,3,say,neg,_,n ' t,O
say,O,3,say,ROOT,_,,O
its,O,5,cheap,poss,_,,O
cheap,O,3,say,dobj,_,,O
because,O,8,is,mark,_,,O
food,O,8,is,nsubj,_,,O
is,O,3,say,advcl,_,,O
cheaper,O,8,is,acomp,_,,O
in,O,8,is,prep,_,,O
Chinatown,O,10,in,pobj,_,,O
.,O,3,say,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
While,O,6,is,mark,_,,O
the,O,5,range,det,_,,O
$,O,3,20,nmod,_,,O
20,O,5,range,nummod,_,,O
entree,O,5,range,compound,_,en ##tree,O
range,O,6,is,nsubj,_,,O
is,O,17,is,advcl,_,,O
not,O,6,is,neg,_,,O
overly,B-OP,9,expensive,advmod,_,,OT-W\O-Path
expensive,I-OP,6,is,acomp,_,,OT-W\O-Path
",",O,6,is,punct,_,,O
in,O,6,is,prep,_,,O
New,O,13,York,compound,_,,O
