TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS
The,O,1,service,det,DT,
service,B-ASP,3,ok,nsubj,NN,
is,O,3,ok,cop,VBZ,
ok,B-OP,3,ok,ROOT,JJ,
but,O,3,ok,cc,CC,
could,O,7,better,aux,MD,
be,O,7,better,cop,VB,
better,B-OP,3,ok,conj,JJR,
.,O,3,ok,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
It,O,3,place,nsubj,PRP,
's,O,3,place,cop,VBZ,' s
a,O,3,place,det,DT,
place,O,3,place,ROOT,NN,
for,O,5,people,case,IN,
people,O,3,place,nmod,NNS,
who,O,7,pay,nsubj,WP,
pay,O,5,people,acl:relcl,VBP,
a,O,9,lot,det,DT,
lot,O,7,pay,dobj,NN,
for,O,12,food,case,IN,
mediocre,B-OP,12,food,amod,JJ,med ##io ##cre
food,B-ASP,9,lot,nmod,NN,
",",O,12,food,punct,",",
noise,B-ASP,12,food,conj,NN,
and,O,12,food,cc,CC,
a,O,17,chance,det,DT,
chance,O,12,food,conj,NN,
to,O,23,bridge,mark,TO,
be,O,23,bridge,cop,VB,
with,O,23,bridge,case,IN,
their,O,23,bridge,nmod:poss,PRP$,
fellow,O,23,bridge,amod,NN,
bridge,O,17,chance,acl,NN,
and,O,23,bridge,cc,CC,
tunnel,O,26,folks,compound,NN,
folks,O,23,bridge,conj,NNS,
.,O,3,place,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
We,O,1,went,nsubj,PRP,
went,O,1,went,ROOT,VBD,
to,O,3,Ino,case,IN,
Ino,O,1,went,nmod,NNP,in ##o
for,O,5,Valentines,case,IN,
Valentines,O,1,went,nmod,NNP,valentine ##s
.,O,1,went,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
This,O,1,place,det,DT,
place,B-ASP,4,tiny,nsubj,NN,
is,O,4,tiny,cop,VBZ,
incredibly,O,4,tiny,advmod,RB,
tiny,B-OP,4,tiny,ROOT,JJ,
.,O,4,tiny,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
This,O,4,time,nsubj,DT,
was,O,4,time,cop,VBD,
my,O,4,time,nmod:poss,PRP$,
frist,O,4,time,compound,JJ,fr ##ist
time,O,4,time,ROOT,NN,
at,O,8,Bart,case,IN,
Cafe,O,8,Bart,compound,NNP,
St.,O,8,Bart,compound,NNP,st .
Bart,O,4,time,nmod,NNP,
's,O,8,Bart,case,POS,' s
and,O,4,time,cc,CC,
I,O,13,say,nsubj,PRP,
must,O,13,say,aux,MD,
say,O,4,time,conj,VB,
how,O,15,delicous,advmod,WRB,
delicous,B-OP,21,was,dep,JJ,del ##ico ##us
the,O,17,food,det,DT,
food,B-ASP,21,was,nsubj,NN,
and,O,17,food,cc,CC,
the,O,20,service,det,DT,
service,B-ASP,17,food,conj,NN,
was,O,13,say,ccomp,VBD,
.,O,4,time,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
For,O,3,Wedding,case,IN,
a,O,3,Wedding,det,DT,
Fabulous,O,3,Wedding,amod,JJ,
Wedding,O,3,Wedding,ROOT,NN,
!,O,3,Wedding,punct,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Gross,B-OP,1,food,amod,JJ,
food,B-ASP,1,food,ROOT,NN,
–,O,1,food,punct,NFP,
Wow,O,3,Wow,ROOT,UH,
